ticket_system,title,overall_text,pros_text,cons_text,overall_rating,ease_of_use,customer_service,features,value_for_money,likelihood_to_recommend,Ticket Creation and Assignment,Automated Ticket Routing,Status Tracking and Updates,Priority and SLA Management,Customer and Agent Portals,Knowledge Base Integration,Email Notifications and Alerts,Reporting and Analytics,Customizable Workflows,"Multi-Channel Support (Email, Chat, Phone)"
Freshdesk,Freshdesk changed my life,"We went from a very clunky process to using Freshdesk, which revolutionised our response time to customers.",Everything about this program makes it easier to interact with customers,I would like more customisable reporting options,5,5,5,5,5,10,1,0,0,0,1,0,0,1,-1,1
Freshdesk,IT SUpport,Generally very good.,"good ticketing system, good overall featires",n/a - no negative feedback on this piece of software,5,5,5,5,5,8,1,1,1,0,1,0,0,1,1,1
Freshdesk,Our team currently uses FreshDesk for ticketing and our knowledgebase.,Benefits of FreshDesk:PriceFunctionalityIntegrationsCollaborationOrganization of tickets,"The FreshDesk program is very customizable. Especially with the use of dispatcher, I can have tickets that come in automatically categorized based on the subject matter within them. Also, there are many different software that FreshDesk integrates with, which helps our team bring on and incorporate existing products that we currently use.","Sometimes the connections between certain integrations cause issues and take additional work to make them connect. For example, we had difficulty incorporating our SnapEngage account with FreshDesk; there were errors with the chat transcript not being collected by FreshDesk. We also decided to incorporated SnapEngage because the live chat that FreshDesk offered was not as robust as what was being offered by SnapEngage.",4,3,3,4,4,5,1,-1,0,0,1,1,0,0,1,-1
Freshdesk,Freshdesk is a Perfect Knowledge Base for Customer Help,"Freshdesk is a resourceful application that increases the customer help, and rational engagement. The platform focuses on the CRM, which is professional in enhancing better relationship with clients.","Freshdesk multiplies the satisfaction of customers by engaging them efficiently and comprehensively.Besides, Freshdesk developed a stable and affordable call center, which is convenient in solving the needs of clients.Further, Freshdesk has the ticket planning, which brings all issues to the company on time.","Freshdesk is orderly in managing the challenges that customers face within the business, and issues are resolved immediately without challenges.",5,5,5,5,4,9,1,0,-1,0,1,0,-1,0,0,1
Freshdesk,Simplicity and excellence,We are now supporting multiple large customers using the software and our efforts are now focussed around our own internal improvements as opposed to improving the customer facing experience.,Very easy to use yet very powerful.We have had new starters use the software with less than 15 minutes training.Lots of new features arrive and they all work very well and improve the experience for customers and agents.,There is no ability to assign a temp license for more than a limited time.We sometimes have agents which cover our main guys and they get assigned a hot seat but after a while the license expires.The only way around this is to create a generic account but it's a fairly clunky process internally.,5,5,5,5,5,10,1,0,0,0,1,1,0,-1,0,0
Freshdesk,In-expensive and Easy to Use!,"Overall, It has been amazing and their support responds within a few minutes so you don't have to wait in a long queue for support. I really appreciate this service!",I like that it is cheap and I very easy to use interface. I am able to manage my tickets with very little effort and I can manage my tickets from anywhere.,I dislike that all the services aren't integrated into one but other than that this is great software to use for your company!,5,5,5,5,5,10,1,-1,0,0,1,0,0,0,0,0
Freshdesk,Great Help Desk Software,"The support for the free edition is great! They helped me get back in, after months of not using it.","I love the features available in the free edition of the software, including the SSO with a 3rd party WordPress Plugin. Having that API available to me and the SSO available to me in the free edition was the large factor of choosing this software. The Solutions/Knowledgebase is also helpful.","I wish there was a way to stop users from being able to edit their profiles, and change their password. This would be very useful for when I am using the SSO.",5,5,5,5,5,9,-1,0,0,0,0,1,0,0,0,1
Freshdesk,Great apps for cloud based Technical Support Solution,"I have been assigned to adopt Freshdesk from Zendesk during my time at Augmedix. And After the successful training and implementation of FreshDesk, our company productivity especially in the technical team to create tickets and solving case issues have been resolved smartly and better than our previous apps. So our CTO got huge Appreciation for this adoption. We found smart solution for technical support and ticket creating and solving issue with perfect way like FreshDesk do.","1.Its more interactive and great graphics interface rather than Zendesk or other available same platforms.2. It's syncing and team distributing and tracing every single ticket system is really easy.3. Simple, easy to use and fast4. Awesome customer support including initial training.",1. Sometimes loading and syncing take too much time and its really annoying.2. Cashed the entire web without any reason.3. Very bad for poor internet connection,5,5,5,5,5,9,1,-1,1,0,1,0,-1,1,0,-1
Freshdesk,Great out of the box product!,"Better visibility of our customer service, better management of our team, more agile in getting new employees trained and connected with our customers.",The software was very intuitive and easy to set up and learn. We began using this product in response to a re-org which resulted in high turnover in our customer service department. It enabled us to meet our customers needs and eventually realize that the only way to manage all of our relationships was to have a platform where we could see their engagement as well as our performance.,"The customer support is spotty. Some of their own representatives do not appear to adhere to the standards that the company puts forth in their articles about building a support team.Some of the representatives are outstanding, however and seem to have a good understanding of the system and how their customers use it.",5,5,4,5,5,10,1,0,0,0,1,0,-1,1,0,0
Freshdesk,Versatility in customer service,Pros:It allows to establish fluid communication with the client by interconnecting all the necessary departments of the company. The subsequent follow-up that can be given to you is very usable,"Cons:The most complex part is the process of adoption by the team, since it has some very different characteristics from the tools that are widely used on the market.","Alternatives Considered:Tidio,Chatra,JivoChatandZendesk Suite",4,4,4,4,4,7,1,-1,1,0,0,0,0,0,0,0
Freshdesk,Avaliação da Freshdesk em consultório médico,Minha experiência é otima com o app por que melhorou meu serviço e pude ver onde estava as necessidades do meu cliente.,"O Freshdesk facilitou que eu desse um suporte ao cliente que ajuda as empresas a gerenciar e resolver os problemas e consultas dos clientes de forma eficiente. além disso, me fez oferecer alguns recursos interessantes que melhoram a experiência do meu cliente como o sistema de ticketing, base de conhecimento, chat ao vivo, automação de tarefas e integração com outras ferramentas de negócios.",Acho ainda difícil a implantação e ensinar os funcionários acerca do app.,5,5,5,5,5,10,1,1,0,0,1,1,1,0,-1,1
Freshdesk,Rien à dire,"Pros:Pour une fois, rien à redire : intuitif, la base de données permets de trouver une réponse rapidement pour les plaintes clients, rapide, fluide, on est dans la modif à la seconde avec les notifications qui permettent de ne pas perdre de temps....","Cons:S'il faut vraiment trouver un défaut, je dirais que le design laisse un peu a désirer, mais ce n'est pas ce qu'on demande en premier lieu.",Reasons for Choosing Freshdesk:Raisons citées plus haut.,5,5,,5,,9,1,0,1,0,1,0,1,0,-1,0
Freshdesk,Internal Help Desk - Gets all the important things done,"When we started of as a small organization, we needed an internal IT help desk to be set up, that is robust, with enough tracking and reporting. Most of the big names in the market were not affordable for us then, however FreshDesk had something that was just the right price, and met all the important requirements.",Freshdesk had the right licenses for small businesses. There was no compulsion to pay for so many features that you dont need.,"We had the expertise to troubleshoot most of the issues, but in rare situations, we had to wait to get the support partner. So I would also advise all users to find the right implementor, in case freshdesk does not operate directly in your city",4,5,4,5,5,9,1,-1,0,0,0,0,0,1,0,0
Freshdesk,thomas,"It is a good CRMto work with , however looking for more customization as per our requirement.","good software to get in touch with customers through emails, has ample features","1.I have noticed that the issue resolution is taking very long time to even address the issue properly. Sometimes , I was tired of sending same queries repeatedly.If you don't understand , you need to reach out to customers via phone , instead of repeating the same queries. 2. I wish to take up the requests in terms of new features and work on them as part of customization.",4,4,3,3,2,9,-1,0,0,0,1,0,1,0,-1,1
Freshdesk,Freskdesh is Wonderful,"Pros:Lo que más me impresiona sobre este software, es la cantidad de servicios alternativos que presta, y las integraciones que permite.","Cons:Los que menos me gusta, es que falla muchas veces el filtro de búsqueda. Lo principal es que configuras el filtro, efectivamente realiza la búsqueda, pero no guarda los parámetros en un primer intento.",Switched From:Intercom,5,5,5,4,5,10,-1,0,0,0,0,1,0,0,0,1
Freshdesk,Freshdesk - as a solution for SMBs,It has been a very good decision of moving to Freshdesk. We have improved a lot after switching to Freshdesk for our support,"The automatic ticket conversion from various channels including phone, email, social media. I also like how we can assign tickets to various teams. Our organization has small teams and the teams are various ranging from Support, supply chain/manufacturing, software development etc. Teams can assign tickets to each other and add notes which makes communication on every ticket well documented and reduces down time on the ticket resolution.","There is not much to dislike however our team members from support do complain that after the new update of Freshdesk Mint, taking calls has been made complicated i.e users have to close every call to be able to receive the next which used to occur automatically previously.",5,5,5,4,5,9,1,1,-1,0,0,0,1,0,0,1
Freshdesk,NICE!,We like it and we are starting to use more and more of the options.,What I like is the user 'comfort'. It is easy to use.,Creating a new tickets takes a bit too much time. Bit to many fields.,5,5,4,4,5,10,1,-1,0,0,1,0,0,0,0,0
Freshdesk,"Easy to use, convenient and customizable helpdesk",Easy to use helpdesk which helps us stay in touch with the customers. Thank you Freshdesk :),"Working with Freshdesk is easy and convenient. I like how the helpdesk is organized; how support tickets can be tracked, tagged and filtered. There is a lot of customizable options. It's very easy to organize and make changes to the Knowledge Base as well as the Forum.The tickets I've submitted to Freshdesk support team were answered quickly and effectively.","The Mint experience is beautiful, but it takes time to get used to it in terms of functionality.Also, sometimes I experience glitches in filtering tickets or solutions, when the page stops responding, but this happens rarely.",5,5,5,5,5,10,1,0,1,0,0,1,0,0,0,0
Freshdesk,"It's good, but it could be better","Pros:The solution seems to work well and at scale. Our setup receives roughly 4,000 inbound emails per day with no issues. The scenario automation feature is also easy to setup and fairly intuitive.",Cons:The analytic reports are not what they should be. Very hard to understand with little documentation to support this. In general the support articles are outdated so very challenging if you're getting started as an admin,,4,4,,4,,6,1,0,0,0,0,-1,1,-1,0,0
Freshdesk,Great Helpdesk free of charge,"Pros:Freshdesk in its basic plan is free to use. Yet it offers many things to do and features, that are more than sufficient for small and most medium sized businesses. Paid plans are fairly priced and offer a lot of flexibility. Like the daypass option, which allows to give access to an additional agent for just a single days. This is way cheaper, than upgrading the plan to support another agent, which might not even be needed every day.","Cons:Freshdesk offers a lot of features in its free plan. Even more functionality in its paid plans. However, in the free plans, there are some interesting features missing. Nothing you can't live with, but some nice to have things.",,5,4,5,5,5,10,1,0,-1,1,0,0,0,1,0,0
Freshdesk,Fresdesk in Fintech,In general I have fond memories of the whole product since it was easy to use and for Customer Support tasks were easy and fast. The less time spent for the product the faster the task can be solved.,I really liked the straightforwardness of the product. Everyone with little experience could learn it fast. SImple and easy.,"The biggest issue was for customer support, some smaller bugs and the price. These topics could have been more user-friendly and open.",4,5,3,5,3,6,1,0,-1,0,1,0,0,0,0,0
Freshdesk,Great application for ticketing,We have thousands of customers using our product and they find it easy to get in touch with us for any query using freshdesk. Freshdesk helps us in keep them satisfied.,We have a team of over 15 people using Freshdesk to resolve tickets or queries raised by customers.Freshdesk features are quite elaborate and very useful.It is easy to draw reports and keep our ticket TAT (Turn Around Time) low.,Need to customize the theme but it needs a UI developer to work on it.However this also means that its pretty flexible and allows us to do the changes as per our choice. Enough material is made available to help in customization but one needs some degree of coding knowledge to finally make it happen.,5,5,5,5,5,10,1,0,0,0,1,0,0,1,-1,0
Freshdesk,Good tools for ticketing,"Very good experience since several years, with 10 agents now and more than 10k tickets solved","Cheap, efficient, easy to use and to manage",Could be expensive if you want to use some good functionnality,4,4,5,5,5,10,1,0,0,-1,0,0,0,1,1,0
Freshdesk,Freshdesk review,"Pros:It's absolutely incredible to come across such software, it's the ideal software for remote customer service and proper customers query management, keeps you ahead of your game.","Cons:I really don't think i was dissatisfied i think they should keep doing the great job, but maybe they can find a way to classify similar customers query, and permission to send a broadcast to the customers in a similar query section.",,5,5,,5,5,9,0,0,0,0,1,0,0,0,-1,1
Freshdesk,Convenient and highly adaptable Tool,"The price is fair from my point of view and you can choose the plan that best suits you. We first started using the ticket solving tool in our Customer Service. Over time, we decided to increase and add the other tools that really made an improvement in our plan.","Since we have used it it has been an incredible experience, we are completely satisfied with the product. Contract staff has used it and was present during the evaluation process. It has good points in favor with which we are happy. Easy to configure and start to use and this is very important, easy to integrate into websites or use API to integrate into our systems.",On some occasion we may have had the option to Retrieve a correspondence that we previously transferred. The integration with our telephony provider has not been the best and this is a big problem for us.,5,4,5,5,4,9,1,0,0,0,1,0,0,0,1,-1
Freshdesk,Freshdesk Mint,Overall I really enjoy the tools and the interface. Bugs will likely always exist but the ability to take my work on the road with my mobile phone is extremely valuable. This has my vote for a high level of usability and great built in functionality.,The new experience is much more akin to the Zendesk layout that many of our users are familiar with. The changes seemed to have implemented the best options overall while retaining much of the unique functionality that I've become accustomed to in FD.,"Some of the new tools experience regular bugs, specifically when changing a tickets status when certain rules constrain the options. As an example there is a bug that seems to prevent a ticket with contextual requirements for it's status from being set as pending inside the ticket. However you can still set it as pending while on the main overview menu or ticket list view.",4,5,5,4,4,8,1,0,-1,0,1,0,0,0,0,1
Freshdesk,A real fresh touch to helpdesksystems,"Overall installing freshDesk and implementing it in our support made a huge difference to our older systems. Automations help so much to be more accurate, faster and boosten up the quality of ticketing.","FreshDesk is part of the Freshsuite, which comes in a modern approach of globally usable software with no heavy maintenance workloads. It interacts perfectly with other players in the field, like slack or asana. I really like the slim approach with the power to see all needed informations on customers with just a few clicks. When configured right it helps very much with for example canned responsens. There are plenty smart automations to speed things up and react to customer requests in a very high quality.","The freshSuite is still in development and that can be frustrating when implementing freshDesk at first. Customization lacks of possiblities sometimes. For example creating a canned response with variables is nice, but is limited to just a few given ones.",5,5,,5,,9,0,1,0,0,0,1,0,0,-1,0
Freshdesk,Great product to Manage your customer support,"Pros:* The way it shows me the reporting data of each agents, the types of queries that are reported by customers. It helps me in deriving my own data in a precise manner.* Reporting in a graphical manner. It gives a clear idea about the performance.* Various email shortcuts etc. also plays an important role to automate the replies.",Cons:* I do not have come across anything which I don't like but one thing that is observed recently i.e. the filters sometimes didn't shows data when applied once. A user has to redefine the filter to see the data which he wants to see. However; it does not make much impact on our day to day work.,,4,5,5,4,5,9,0,0,-1,0,0,0,1,1,0,1
Freshdesk,Nice solution a little bit expensive for small business,Pros:It is easy to setup and learn. You can set it up in minutes,Cons:Has a lot of simple features for small business that are available only for Corporate (expensive) plans,Alternatives Considered:Zendesk Suite,4,4,4,3,2,6,1,0,0,0,-1,0,0,0,0,0
Freshdesk,Excellent Platform,Our business is able to easily manage multiple levels of communication across three different business groups within our company. Freshdesk allows us to easily integrate multiple team members across these different groups which is vital in successfully serving our clients and members.,"Our company truly could not operate without Freshdesk! We rely heavily on Freshdesk to keep communication with our clients/members organized, timely, and efficient. The ease of use across the board is key, and the different features and functions of the program allow us to dive deeper into tracking, reporting, and overall efficiency and growth.",Our team does not have any complaints when it comes to the Freshdesk software.,5,5,5,4,4,10,1,0,0,0,1,0,0,1,1,1
Freshdesk,Ease of use Customer Support Ticketing System,Pros:Easy to setup.Prompt Support from support team.Ease of Use.Reasonably priced.,Cons:Customer feedback feature is limited with the plan we are using. I believe it is better in the higher plan.,Alternatives Considered:Dynamics 365andZendesk Suite,5,5,5,5,5,10,1,0,1,0,0,-1,0,0,1,0
Freshdesk,Freshdesk Overall Experience,"We extensively use Freshdesk almost 10 hours a day and it's been fantastic, merging tickets, linking tickets with Atlassian, we mainly solve developer queries where the technologies extends from client side to server side, managing all the queries has been super easily only because of Freshdesk",Mint theme is very fast and the UI looks greatIntegration with Freshchat helps to manage the ticket very wellBot feature is also nice.Far better than other cloud-based customer service software avialble.,"There are a few problems with the latest mint themeSometimes the options are not clickable, need to reload the page to make it workTicket properties cannot be collapsed when browser size is reduced causing overlap.",4,5,3,4,3,10,1,-1,0,0,1,1,0,0,0,1
Freshdesk,Good product but support may be lacking,It's been a beneficial relationship but their customer service could use quite a bit of work and not just the generic responses to real issues.,It's easy and useful for our team to use for our ticketing system as well as the automated chat-bot service that we use to feed it questions and answers.,"If you have any trouble and don't pay for the higher tiers, you may have the same generic responses when you put in tickets to them unless it's an outage.Also, they didn't let us know that when we went to a higher tier they would delete all the chatbot questions we had built for it in there.This was an highly unwelcome surprise.",4,5,2,4,4,6,1,1,-1,-1,0,1,0,0,0,0
Freshdesk,Easy tool for Customer Service tickets management and Chat solution,"Pros:The pricing is clear and easy to choose the best plan. We started using the tool for Customer Service ticket management first. With time, we decided to implement chat solution and a very decent tool was available in our plan.",Cons:Custom reporting available only in higher plans.,Alternatives Considered:Zendesk Suite,4,5,5,4,5,9,1,0,0,0,0,0,0,-1,0,1
Freshdesk,"Highly customizable, easy to use ticketing system",Our experience with FreshDesk has been overwhelmingly positive. I would highly recommend this solution to anyone.,"Our business requires multiple system-to-system touches when it comes to receiving and managing tickets. Without the ability to automate these touches, our operational costs would sky-rocket. It became clear while searching for ticketing solutions that FreshDesk could not only support our use case, but would enable us to automate mundane tasks easily.","There are a few use cases that FreshDesk has either 1)been unable to fulfill or 2) the solutions are a bit wonky. Most notably: You are unable to export the results of a ticket search, instead having to create a ticket view and you are unable to stop emails being sent to agents when tickets re-open (despite there being a greyed-out toggle for this feature).",5,5,5,4,5,10,0,1,0,0,0,0,-1,0,1,0
Freshdesk,Freshdesk,Pros:How versatile the software is and still easy to use.,Cons:Removal of chat and phone support and that they were changedto separate software with individual pricing,Alternatives Considered:LiveAgentandZendesk Suite,4,4,5,4,4,8,0,0,0,0,0,0,0,0,1,-1
Freshdesk,Outil de ticketing complet,"Dans l'ensemble, je suis content de travailler avec freshdesk qui me permet de bien gérer mes tickets au quotidien.","Ce système de ticketing est facile à utiliser.Il y a des fonctionnalité à la pelle qui peuvent être rajouté.Lors de l'écriture d'un incident, il peut detecter les mot clé et vous proposer des solution de contournement quand celle ci sont enregistré au préalable.Possible de référencé les incidents pas tagInterface adaptable pour chaque utilisateur.La facilité d'intégration des tickets, les mises à jour des tickets en temps réel et la possibilité de rédiger des réponses en les conservant pour les problèmes communs.","Je ne vois pas trop de point faible à freshdesk.Peu être le temps de la prise en main, il y a beaucoup de fonctionnalité .Manque de tutoriel",5,4,4,5,5,8,1,0,1,0,0,1,-1,1,0,0
Freshdesk,Overall Good Tool for Technical Support,Very impressive,Reporting needs a lot of improvements and not up to the mark as compared to the overall product.,Ticketing and Ease of use. The product is designed in a such that it's very user friendly.,4,5,4,4,5,10,-1,0,0,0,0,0,0,1,1,0
Freshdesk,Freshdesk review,Absolutely good. We're using it ever day and there's almost nothing to complain about.Additionally we receive a very low amount of tickets regarding issues with Freshdesk from our customers.,"The best is the ease of use. Most of our customers just need a simple two hour training and proceed usiing FD without asking any further questions ever.Second is pricing, which is probably the best bang for the buck on the market and is also one of the main arguments our customers mention.Last, but not least is the great feature list. Excellent for every 1st level help desk, and also usable for some second level tasks.","Design and localisation lack some love, but it's great to have FD in so many different languages. Some features are kind of hidden in the structure and not easy to find.Overall FD is a great tool for everyday use.",4,5,5,3,5,8,1,0,-1,0,0,0,0,1,1,0
Freshdesk,Freshdesk review,"I love it, it has improved our IT department ten-fold.","We have used Freshdesk for more than 3 years now and I've got to say, it's the best support system I have ever used, it has all the features you would ever need, even in their free version of it. If you want to get extra features all you have to do is pay a small monthly cost and you can make your support team even more efficient.","There is only one thing missing from this software and it's the ability to create dynamic reports, obviously you can use their API to import records in to Power Query, but it would be nice to have a Freshdesk excel add-in to drill down in to your support tickets.",5,5,5,5,4,10,1,0,0,1,0,0,0,1,-1,0
Freshdesk,Freshdesk is inexpensive compared to some other solutions but lacks quality,I have mixed feeling about it overall. It costs less than some rivals but I'm disappointed with the website templates for the support sites.,It doesn't cost as much as rivals such as Zendesk. It has quite a lot of features and the live chat widgets are useful and relatively easy to implement.,"The frontend of the knowledge-base website is poor. It uses extremely old HTML templates (which includes CSS for Internet Explorer 6!!).I wish the template available was created in a more modern way with CSS custom properties to make customising easier, faster and better for users. It would make it easier to add a dark mode to the site too.",2,3,,3,3,5,1,0,0,0,0,-1,0,0,0,1
Freshdesk,Amazing Experience,"The whole thing is amazing when it comes to using the Freshdesk system with all available features, I'm using a lot of things because of my job duties, I real-time, export data, and communicate with the team, also use the Freshdesk on any device makes it a lot easier for the user.","The ease-of-use options and user interface which is very clear to any user, need no training session to become an expert on Freshdesk.","Sometimes, especially when using low internet speed, it takes time to load the required data and this might cause a delay when replying to the customer which causes service level breaches and not achieving the first response target.",5,5,5,5,5,10,1,0,-1,-1,1,0,0,1,0,1
Freshdesk,Freshdesk overview for Financial Technology startup Usage,"My team and I absolutely love the Freshdesk helpdesk platform, and it has certainly made things easier from both a management perspective and in meeting our customer experience standards.","Great user interface, fast page-load, and quick communication with FD customer support.",Undeveloped CSat surveys and features. Would love to see more product depth here.,5,5,5,5,5,10,1,0,0,0,1,0,1,-1,0,0
Freshdesk,"Quite good, but too expensive compared to the competition","Well, quite good, but too expensive. Especially if you compare it with the competition for knowledge management.",The software was easy to install and the operation was also simple. I liked the knowledge management very much.,"The software was very expensive. It worked for knowledge management, but it was too expensive. We did not like the ticketing functionality at all.",4,3,2,3,3,5,-1,0,0,0,0,1,0,0,0,0
Freshdesk,Best Ticketing Portal for growing companies,"Due to our growth in business, it was getting very hard to keep track of all the support tickets on a spreadsheet. Freshdesk is an easy to use software with a clean interface and provides all the features required. Great platform to provide support to customers","Freshdesk is one of the most user friendly software out there. Starting from the setup of the software, the freshworks team does all the work for you and guides you each step of the way. Customer support is always available via phone and email so issues get sorted out easily and in a timely fashion. For basic usage, the package is very cost effective and not a burden on the pocket for new and upcoming business.",Many API's of other software are not supported because of which you have to purchase Freshworks products and switch the entire system from one software to another.,4,5,5,5,5,8,1,-1,1,0,1,0,1,0,0,0
Freshdesk,Freshdesk is great!,"We've been using Freshdesk for our really small SAAS business for the past few years and have been really happy with the product.Freshdesk helps us ensure that none of our customers' issues EVER slips through the cracks.We're constantly getting feedback from our customers about how great our support is, and while our support reps are awesome, we owe Freshdesk the credit for keeping us organized.","- Easy to use, both for support reps and for customers.- The look and feel of the new mint interface is great.- The single-sign-on was super easy to integrate with our SAAS app, I love that our customers don't need a separate account.",- The mobile UI for support reps needs some work – it's kind of outdated and glitchy,5,5,5,5,5,10,1,0,1,0,0,1,-1,0,0,0
Freshdesk,Very easy use,"Pros:easy to learn en to customize, agents can be put to work in an instant",Cons:New reactions or latest reactions are not easy to find,Alternatives Considered:Zendesk Suite,5,5,4,5,5,9,1,0,-1,0,0,0,0,0,1,0
Freshdesk,It was a great experience and I enjoyed it with some improvements which I expect soon,"The program helped me save time and effort, respond to customers in a distinctive way, facilitate and organize business, and the price was appropriate as a value in return.","What I liked most about the application is organizing business and responding to customers in an attractive way, while saving time and effort","What I liked least about the application is the price, but with all these features, I think it is acceptable",5,5,5,5,5,9,1,0,0,-1,1,0,0,0,0,0
Freshdesk,Great job in making our customer service operations smooth,Overall experience has been awesome. I am really proud of the choice to integrate use Freshdesk over any other product. It integrates really smoothly with all of our products. Customers have never raised any complaints with the ease of navigation within the product. There are multiple firms out there which can assist us in further development of the custom app which comes really handy to us.,What I like the most is definitely Freshdesk's prompt customer service. I have never not received a work-able solution from the team under 24 hours which is really great.,There is nothing as such that I no like about Freshdesk.,5,5,5,5,5,10,1,0,0,0,1,0,1,0,0,0
Freshdesk,Great for small businesses or start-ups,"Overall, I think this is a great help desk software for smaller businesses or start-ups.It’s easy to implement and get started using the help desk features.There is a 21 day trial so you have time to see if it will work for your company and whether you will need to pay for more features you need or not.Even with paying for more features, the price point is lower than most of the help desk software I’ve tried out.",The software is really easy to use and you can have your help desk up and running within a few hours.The price point is great for smaller businesses because you pay by how many agents you have using the software.It makes it so easy to keep up with tickets and for sending canned responses.It’s great to be able to see reports on the number of tickets you’re getting. I like that I could set up a knowledge base. There is a 21 day trial period so you have time to see if the software will work for your business.,"Because it is a simpler help desk software with quick implementation, that means it does have its limits and it’s not very dynamic. For larger businesses, this software would be too simple, I believe.Also, there are several upgrades (for more money) and when I called in about a problem with a feature, the frequent response was that I needed to upgrade to have access to that.",4,5,,3,,7,1,1,0,0,-1,0,0,1,-1,0
Freshdesk,Freshdesk,Overall fresh desk has been a vital part of our support team and allows us to manage KPI's and SLA's,The interface is super easy to use and customisable. The customer support team from fresh desk are helpful and response and have resolved any issues we have had whilst using the software package. Set up is easy until you try to integrate 3rd party apps. There are lots of custom apps available to be added within the settings.,Some of the most useful features are locked behind the higher tiers and are often not disclosed unless you ask. It does not always notify the user and the notifications do not always work.,4,5,5,5,4,7,-1,0,0,1,1,0,-1,1,0,0
Freshdesk,Best ticketing software we've used,Pros:- Tickets are automatically created via emails to our support mail address (Freshdesk reads this mailbox)- Very easy to manually create tickets via de GUI- (re)Assign tickets to agents- Creating automations to perform all kind of tasks on a ticket- Create rules on incoming mails (alerting some people when an email is send to address x for example)- Reporting,Cons:- Would be nice if Freshdesk removes the history from mails send to the system. When a customer replies to an email from freshdesk the entire mail is inserted as a response. This makes it sometimes hard to read (with long threads).- Can't think of other things,,4,4,4,5,4,9,1,1,0,0,1,-1,1,1,1,0
Freshdesk,Review on Garden Plan,"all problems ar mentioned in the cons, overall we are satisfied","good overview, ease of use, functionality","small parts as:date format in table view is not customizable to short viewi get a mail on tickets that i createt myself - why am i informed via mail that i created a ticket - uselessi cannot change status of ticket like customer-respondet etc...ticket due date connot be changed in mass change, only on at a timethere are no options to exclude a contact from sla (e.g. internal fictional users)we are not able to change the due date to a point of time which collides with slas - we should always be able to chage dates as we wish",5,4,5,3,5,8,1,-1,1,-1,1,0,-1,0,-1,0
Freshdesk,It gets the job done,"Pros:I recently started using Freshdesk for work, for ticket management and issue logs. To be honest, I am not a big fan of the software but it is what my company has mandated when dealing with tickets. However, I like that its highly secure and keeps our customers' information very confidential. Communication is made easy through many different channels such as phone, e-mail and/or instant chat. It also has great storage capacity.","Cons:For starters, despite popular opinion, it is not easy to use and takes a quite a lot of patience to learn and understand. It's also very tedious and time consuming to format emails, and this takes up a lot of my time unnecessarily. Their integration feature needs improving and their reporting feature is somewhat limited and be difficult at times. I would recommend an easier or simpler way to merge tickets, especially when there are multiple tickets from the same customer.",,4,3,,4,5,7,-1,0,0,0,0,0,0,-1,-1,1
Freshdesk,Best helpdesk software I've used,"Pros:This makes it very easy and convenient for us to work with all customers, vendors, new customers, sponsorships, warranties, general technical inquiries and beyond. We are a manufacturing facility that does provide our own warranty for complex automotive clutch systems. If we did not have Freshdesk, I can state we would not be a successful as we are now. We would be held back.","Cons:At times, my only complaint, IF one, would be the integration into our website for the widget, however, this is not entirely FD's fault. Our website is difficult. So, in all fairness, this really isn't FD's fault!",,5,5,5,5,5,10,1,-1,0,0,1,1,0,0,0,1
Freshdesk,Entry Level Support Software that is Scalable,Freshdesk has been a great solution for our team which has allowed us to fill a gap to collect implementation issues during our projects. The Freshdesk support staff have all been excellent and quick to respond. They even have helped out when we migrated our domain and needed to switch account names to align with rebranding the company. They're definitely worth checking out!,The company is very responsive and has some really great tools with their suite of software. I like that we are able to spin up a support system with their entry level and not have any cost per agent but in the future as our processes improve we can upgrade to the next level to gain additional features at a reasonable per agent rate.,"There are times when the system is a bit slow to respond, especially when trying to do advanced searching. There have been times where I've had to kill the web browser and re-launch to start over. I believe with the improvements they are constantly making eventually the system will get snappier and quicker.",4,5,5,4,5,9,1,0,0,0,1,0,-1,1,0,0
Freshdesk,Awesome App,"Pros:I like the UI on Freshdesk, It's naturalfurthermore, has you ready straight away. The siteis receptive to various screen sizes, yet thedefault size appears all good to me. That's what the underlying pageshows generally open tickets is not difficult to utilize. Somethingthat is promptly clear is the absence of being capableto perceive the number of tickets that are forthcoming/got inspecific gatherings, however not a work of art. Thereis a view in the dashboard that shows generally unsettledtickets and includes in practically like a dashboard typeview - a reward of this view is it lets you know wheretickets are forthcoming, looking out for a client or thirdparty as well so you can get a decent in general preview onwhat your help work area is doing. These are moreoverinteractive which takes you straightforwardly into a view withthe applicable tickets (in view of where you haveclicked).","Cons:Love the application. Extremely supportive for our representatives toimmediately answer. The one issue is, assuming that you usea vanity helpdesk URL, the new connections will notopen the application. So, you can't straightforwardly interfaceinto the application any longer with to-specialist messages.",,5,5,5,3,4,10,1,0,0,0,1,0,-1,0,0,0
